Image Filename,Hashtag,Score,Hashtag_en
fall_17.png,#테팔,5,#Tefal
fall_17.png,#Tefal,5,#Tefal
fall_17.png,#매일이즐거워지는습관,3,#daily_happy_habit
fall_17.png,#테팔그릴,5,#Tefal_grill
fall_17.png,#스모크리스그릴,5,#smokeless_grill
fall_18.png,#leafart,5,#leafart
fall_18.png,#artinjapan,5,#artinjapan
fall_18.png,#catart,4,#catart
fall_18.png,#autumn,3,#autumn
fall_18.png,#imagination,4,#imagination
fall_19.png,#경복궁,5,#Gyeongbokgung
fall_19.png,#가을산책,4,#autumn_walk
fall_19.png,#한복,5,#hanbok
fall_19.png,#서울,5,#Seoul
fall_19.png,#한국문화,4,#Korean_culture
fall_20.png,#MBTI,5,#MBTI
fall_20.png,#간식,5,#snack
fall_20.png,#한국음식,4,#Korean_food
fall_20.png,#유머,4,#humor
fall_20.png,#문화,3,#culture
fall_21.png,가을,5,autumn
fall_21.png,춥다,5,cold_weather
fall_21.png,인스타툰,5,instatoon
fall_21.png,인스타만화,5,Instagram_comics
fall_21.png,일상,4,daily_life
fall_21.png,일상툰,4,daily_webtoon
fall_21.png,공감,5,empathy
fall_21.png,공감툰,5,relatable_webtoon
fall_21.png,개그툰,4,comedy_webtoon
fall_21.png,drawing,3,drawing
fall_21.png,웹툰,5,webtoon
fall_21.png,webtoon,5,webtoon
fall_21.png,만화,5,comics
fall_21.png,일러스트,4,illustration
fall_21.png,illust,4,illust
fall_21.png,유머,4,humor
fall_22.png,#거창,5,#Geochang
fall_22.png,#거창감악산,5,#Geochang_Gamaksan
fall_22.png,#감악산,5,#Gamaksan
fall_22.png,#감악산아스타국화,5,#Gamaksan_aster
fall_22.png,#아스타국화,5,#aster_flower
fall_22.png,#거창가볼만한곳,4,#Geochang_attractions
fall_22.png,#감악산풍력발전소,2,#Gamaksan_wind_farm
fall_22.png,#거창여행,5,#Geochang_travel
fall_22.png,#경남,4,#Gyeongnam
fall_22.png,#핫플,4,#hotspot
fall_22.png,#가을,5,#autumn
fall_22.png,#가을축제,5,#autumn_festival
fall_22.png,#가을여행지,5,#autumn_destination
fall_22.png,#여행지추천,5,#travel_destination
fall_22.png,#photo,3,#photo
fall_22.png,#travel,5,#travel
fall_22.png,#trip,5,#trip
fall_22.png,#love,2,#love
fall_22.png,#동화속,4,#in_a_fairy_tale
fall_22.png,#풍경,5,#scenery
fall_22.png,#꽃놀이,5,#flower_viewing
fall_23.png,#거제,5,#Geoje
fall_23.png,#거제도,5,#Geoje_island
fall_23.png,#망산,5,#Mangsan
fall_23.png,#망산일출,5,#Mangsan_sunrise
fall_23.png,#수국,3,#hydrangea
domesticTravel_01.png,#제주,5,#Jeju
domesticTravel_01.png,#숙박권,5,#accommodation_voucher
domesticTravel_01.png,#자연,5,#nature
domesticTravel_01.png,#휴식,5,#rest
domesticTravel_01.png,#이벤트,5,#event
domesticTravel_02.png,#캠핑,5,#camping
domesticTravel_02.png,#자연,5,#nature
domesticTravel_02.png,#여행,4,#travel
domesticTravel_02.png,#프라이빗한공간,5,#private_space
domesticTravel_02.png,#모험,4,#adventure
domesticTravel_03.png,#산미작가,3,#sour_author
domesticTravel_03.png,#여행하는산미,4,#traveling_Sanmi
domesticTravel_03.png,#여행스타그램,5,#travel_stagram
domesticTravel_03.png,#등산스타그램,4,#hiking_stagram
domesticTravel_03.png,#국내여행,5,#domestic_travel
domesticTravel_03.png,#영주,5,#Yeongju
domesticTravel_03.png,#소백산국립공원,4,#Sobaeksan_national_park
domesticTravel_03.png,#부석사,4,#Buseoksa
domesticTravel_03.png,#무량수전,3,#Muryangsujeon
domesticTravel_03.png,#유네스코세계문화유산,4,#UNESCO_world_heritage
domesticTravel_03.png,#국립산림치유원,3,#national_forest_healing
domesticTravel_03.png,#등산하는여자,3,#hiking_woman
domesticTravel_03.png,#운동하는여자,2,#workout_woman
domesticTravel_03.png,#여행지추천,5,#travel_destination
domesticTravel_03.png,#희방폭포,2,#Hibang_waterfall
domesticTravel_04.png,양주여행,5,Yangju_travel
domesticTravel_04.png,양주가볼만한곳,5,Yangju_attractions
domesticTravel_04.png,나리공원,5,Nari_park
domesticTravel_04.png,천일홍축제,4,globe_amaranth_festival
domesticTravel_04.png,경기도가볼만한곳,5,Gyeonggi_attractions
domesticTravel_04.png,국내여행,5,domestic_travel
domesticTravel_04.png,대한민국구석구석,4,Korea_every_corner
domesticTravel_04.png,가을여행,3,autumn_travel
domesticTravel_04.png,주말여행지,5,weekend_destination
domesticTravel_04.png,팜파스,2,pampas
domesticTravel_04.png,버베나,2,verbena
domesticTravel_04.png,천일홍,5,globe_amaranth
domesticTravel_04.png,코키아,2,kochia
domesticTravel_04.png,여행에미치다,4,travel_crazy
domesticTravel_04.png,9월여행지,4,September_travel_destination
domesticTravel_04.png,가을여행,3,autumn_travel
domesticTravel_04.png,서울근교여행,5,Seoul_nearby_travel
domesticTravel_04.png,서울근교나들이,5,Seoul_nearby_outing
domesticTravel_04.png,동화 속풍경,4,fairy_tale_scenery
domesticTravel_04.png,풍경스타그램,5,scenery_stagram
domesticTravel_05.png,#바보갬성,4,#silly_vibes
domesticTravel_05.png,#불갑저수지,5,#Bulgap_reservoir
domesticTravel_05.png,#가을,5,#autumn
domesticTravel_05.png,#여름에서가을로,4,#summer_to_autumn
domesticTravel_05.png,#날씨,3,#weather
domesticTravel_06.png,#군산여행,5,#Gunsan_travel
domesticTravel_06.png,#옥녀교차로,2,#Oknyeo_intersection
domesticTravel_06.png,#몽돌해변,5,#pebble_beach
domesticTravel_06.png,#선유스카이썬라인,1,#Seonyu_sky_sunline
domesticTravel_06.png,#야미도,3,#Yamido
domesticTravel_07.png,노픽그램,3,no_filter_gram
domesticTravel_08.png,#가을여행,5,#autumn_travel
domesticTravel_08.png,#익산,4,#Iksan
domesticTravel_08.png,#단풍,5,#autumn_leaves
domesticTravel_08.png,#여행코스,3,#travel_course
domesticTravel_08.png,#포토스팟,4,#photo_spot
domesticTravel_09.png,#수영장,5,#swimming_pool
domesticTravel_09.png,#여름,5,#summer
domesticTravel_09.png,#휴가,4,#vacation
domesticTravel_09.png,#감성,4,#sensibility
domesticTravel_09.png,#여행,3,#travel
domesticTravel_10.png,#문경가볼만한곳,5,#Mungyeong_attractions
domesticTravel_10.png,#개미취,5,#aster
domesticTravel_10.png,#가을축제,4,#autumn_festival
domesticTravel_10.png,#문경핫플,5,#Mungyeong_hotspot
domesticTravel_10.png,#국내여행,4,#domestic_travel
domesticTravel_10.png,#대한민국구석구석,3,#Korea_every_corner
domesticTravel_10.png,#대구근교여행지,4,#Daegu_nearby_travel
domesticTravel_10.png,#문경여행,5,#Mungyeong_travel
domesticTravel_10.png,#여행에미치다,4,#travel_crazy
domesticTravel_10.png,#캐논이미지스토밍,3,#Canon_image_storming
domesticTravel_11.png,소니이미지갤러리,3,Sony_image_gallery
domesticTravel_11.png,메타세콰이어길,5,metasequoia_road
domesticTravel_11.png,진안,4,Jinan
domesticTravel_11.png,모래재,2,Moraejai
domesticTravel_11.png,아침,4,morning
domesticTravel_11.png,국내여행,5,domestic_travel
domesticTravel_11.png,대한민국구석구석,4,Korea_every_corner
domesticTravel_11.png,landscape,5,landscape
domesticTravel_11.png,metasequoia,5,metasequoia
domesticTravel_11.png,travelkorea,5,travelkorea
domesticTravel_12.png,#얼그레이복숭아,5,#Earl_Grey_peach
domesticTravel_12.png,#찐빵,5,#steamed_bun
domesticTravel_12.png,#디저트,4,#dessert
domesticTravel_12.png,#카페,4,#cafe
domesticTravel_12.png,#과일,5,#fruit
domesticTravel_13.png,#거북이한옥,5,#turtle_hanok
domesticTravel_13.png,#공구중,4,#group_buy
domesticTravel_13.png,#전통한복,5,#traditional_hanbok
domesticTravel_13.png,#가족여행,4,#family_trip
domesticTravel_13.png,#보령,3,#Boryeong
domesticTravel_14.png,반야사,5,Banyasa
domesticTravel_14.png,충남여행,5,South_Chungcheong_travel
domesticTravel_14.png,인생사진,5,life_photo
domesticTravel_14.png,국내여행,5,domestic_travel
domesticTravel_14.png,여행스타그램,5,travel_stagram
domesticTravel_14.png,사진스타그램,5,photo_stagram
domesticTravel_14.png,국내여행지추천,5,domestic_travel_recommendation
domesticTravel_14.png,논산여행,5,Nonsan_travel
domesticTravel_14.png,논산가볼만한곳,5,Nonsan_attractions
domesticTravel_14.png,논산맛집,2,Nonsan_restaurant
domesticTravel_14.png,동굴사진,4,cave_photo
domesticTravel_14.png,국내동굴,3,domestic_cave
domesticTravel_15.png,가을캠핑,5,autumn_camping
domesticTravel_15.png,부부캠퍼,3,couple_camper
domesticTravel_15.png,캠핑,5,camping
domesticTravel_15.png,캠핑스타그램,4,camping_stagram
domesticTravel_16.png,visitkorea_travel,5,visitkorea_travel
domesticTravel_16.png,koreabyme,5,koreabyme
domesticTravel_16.png,대한민국구석구석,5,Korea_every_corner
domesticTravel_16.png,드론매빅,2,drone_Mavic
domesticTravel_16.png,국내여행,5,domestic_travel
domesticTravel_16.png,감성사진,5,aesthetic_photo
domesticTravel_16.png,풍경스타그램,5,scenery_stagram
domesticTravel_16.png,데일리그램,3,daily_gram
domesticTravel_16.png,바다,1,sea
domesticTravel_16.png,니콘,3,Nikon
domesticTravel_16.png,쏘피투어🚙,2,Sophie_tour
domesticTravel_16.png,ig_today,4,ig_today
domesticTravel_16.png,nikonz8📸,3,nikonz8
domesticTravel_16.png,ig_good,4,ig_good
domesticTravel_16.png,꽃무릇🌺가을,5,red_spider_lily_autumn
domesticTravel_17.png,양주,5,Yangju
domesticTravel_17.png,양주나리공원,5,Yangju_Nari_park
domesticTravel_17.png,천일홍,5,globe_amaranth
domesticTravel_18.png,#치앙마이,5,#Chiang_Mai
domesticTravel_18.png,#카페,5,#cafe
domesticTravel_18.png,#자연,4,#nature
domesticTravel_18.png,#힐링,5,#healing
domesticTravel_18.png,#여행,4,#travel
domesticTravel_19.png,#클래식호텔,4,#classic_hotel
domesticTravel_19.png,#여행,5,#travel
domesticTravel_19.png,#아늑한공간,5,#cozy_space
domesticTravel_19.png,#호텔방,5,#hotel_room
domesticTravel_19.png,#뷰,3,#view
domesticTravel_20.png,노픽그램,3,no_filter_gram
domesticTravel_21.png,#산미작가,3,#sour_author
domesticTravel_21.png,#여행하는산미,4,#traveling_Sanmi
domesticTravel_21.png,#제작지원,2,#production_support
domesticTravel_21.png,#영주시,5,#Yeongju_city
domesticTravel_21.png,#소백산국립공원,5,#Sobaeksan_national_park
domesticTravel_21.png,#여행스타그램,5,#travel_stagram
domesticTravel_21.png,#대한민국구석구석,4,#Korea_every_corner
domesticTravel_21.png,#국내여행,5,#domestic_travel
domesticTravel_21.png,#경북가볼만한곳,5,#Gyeongbuk_attractions
domesticTravel_21.png,#영주가볼만한곳,5,#Yeongju_attractions
domesticTravel_21.png,#소백산생태탐방원,4,#Sobaeksan_eco_center
domesticTravel_21.png,#희방폭포,5,#Hibang_waterfall
domesticTravel_21.png,#영주호오토캠핑장,2,#Yeongju_lake_autocamping
domesticTravel_21.png,#산스타그램,5,#mountain_stagram
domesticTravel_21.png,#등산스타그램,4,#hiking_stagram
zerokal_01.png,#제로아이스크림,5,#zero_ice_cream
zerokal_01.png,#제로칼로리,5,#zero_calorie
zerokal_01.png,#제로간식,4,#zero_sugar_snack
zerokal_01.png,#아이스크림추천,5,#ice_cream_recommendation
zerokal_02.png,빅뽀로로제로,5,big_Pororo_zero
zerokal_02.png,뽀로로음료,5,Pororo_drink
zerokal_02.png,뽀로로음료수,5,Pororo_beverage
zerokal_02.png,어른이음료,4,adult_drink
zerokal_02.png,제로슈가,4,zero_sugar
zerokal_02.png,제로칼로리,4,zero_calorie
zerokal_03.png,#아이스크림,5,#ice_cream
zerokal_03.png,#제로아이스크림,4,#zero_ice_cream
zerokal_03.png,#제로칼로리,3,#zero_calorie
zerokal_03.png,#제로간식,3,#zero_sugar_snack
zerokal_04.png,협찬,5,sponsored
zerokal_04.png,홈트완,4,home_workout_complete
zerokal_04.png,딜리워터,5,DiliWater
zerokal_04.png,제로칼로리음료,5,zero_calorie_drink
zerokal_04.png,에너지충전,3,energy_charge
zerokal_04.png,수분충전,5,moisture_charge
zerokal_04.png,다이어트식단,4,diet_meal
zerokal_04.png,다이어터,4,dieter
zerokal_04.png,유지어터,3,maintaining_diet
zerokal_04.png,식단기록,3,diet_record
zerokal_04.png,식단일기,3,diet_diary
zerokal_04.png,다이어트그램,4,diet_stagram
zerokal_04.png,식단관리,3,diet_management
zerokal_04.png,체중관리,3,weight_management
zerokal_04.png,건강식단,4,healthy_diet
zerokal_04.png,다시어트,3,diet
zerokal_04.png,제로탄산,4,zero_carbonated
zerokal_04.png,제로칼로리,5,zero_calorie
zerokal_04.png,비타민워터,4,vitamin_water
zerokal_04.png,홈카페,2,home_cafe
zerokal_04.png,물마시는습관,5,water_drinking_habit
zerokal_04.png,마시는습관,5,drinking_habit
zerokal_04.png,워터루틴,4,water_routine
zerokal_04.png,제품제공,5,product_provided
zerokal_05.png,광고포함,2,includes_ad
zerokal_05.png,유머,5,humor
zerokal_05.png,유머스타그램,5,humor_stagram
zerokal_05.png,제로콜라,4,zero_cola
zerokal_05.png,제로음료,4,zero_drink
zerokal_05.png,제로칼로리,3,zero_calorie
zerokal_05.png,직장인,2,office_worker
zerokal_05.png,대학생,2,college_student
zerokal_05.png,웃긴짤,5,funny_meme
zerokal_05.png,웃짤,5,funny_image
zerokal_06.png,셀시어스,5,Celsius
zerokal_06.png,celsius,5,celsius
zerokal_06.png,코스트코,4,Costco
zerokal_06.png,에너지드링크,5,energy_drink
zerokal_06.png,제로칼로리,3,zero_calorie
zerokal_06.png,코스트코에너지드링크,4,Costco_energy_drink
zerokal_06.png,코스트코추천템,3,Costco_recommended_item
zerokal_06.png,코스트코다이어트,2,Costco_diet
zerokal_06.png,코스트코입점,3,Costco_listing
zerokal_06.png,코스트코추천,3,Costco_recommendation
zerokal_06.png,코스트코음료,4,Costco_drink
zerokal_06.png,헬스드링크,5,health_drink
zerokal_06.png,에너지부스팅,5,energy_boosting
zerokal_06.png,천연카페인,4,natural_caffeine
zerokal_06.png,무설탕,3,sugar_free
zerokal_06.png,다이어트음료,3,diet_drink
zerokal_06.png,헬스,5,gym
zerokal_07.png,협찬,5,sponsored
zerokal_07.png,깜짝EVENT,5,surprise_event
zerokal_07.png,맛있는건 나눠먹어야죠⁉️,4,food_is_for_sharing
zerokal_07.png,산타는쫑,2,Santa_is_done
zerokal_07.png,링티제로,5,Lingtea_zero
zerokal_07.png,팔로워이벤트,5,follower_event
zerokal_07.png,EVENT,5,EVENT
zerokal_07.png,게릴라이벤트,5,guerrilla_event
zerokal_08.png,광고,5,advertisement
zerokal_08.png,풀무원샘물,5,Pulmuone_water
zerokal_08.png,탄산이 땡길 땐?,4,when_craving_carbonation
zerokal_08.png,브리지톡,5,bridge_talk
zerokal_08.png,진저에일제로,4,ginger_ale_zero
zerokal_08.png,레몬토닉제로,4,lemon_tonic_zero
zerokal_08.png,탄산음료,5,carbonated_drink
zerokal_08.png,탄산음료추천,4,carbonated_drink_recommendation
zerokal_08.png,제로칼로리,5,zero_calorie
zerokal_08.png,홈카페,3,home_cafe
zerokal_08.png,홈카페레시피,2,home_cafe_recipe
zerokal_08.png,홈술,2,drinking_at_home
zerokal_08.png,홈술레시피,2,home_drink_recipe
zerokal_08.png,하이볼,3,highball
zerokal_08.png,소토닉,2,so_tonic
zerokal_08.png,비어볼,2,beer_ball
zerokal_08.png,푸드페어링,2,food_pairing
zerokal_08.png,스파클링워터,5,sparkling_water
zerokal_09.png,#식단,5,#diet_meal
zerokal_09.png,#제품제공,4,#product_provided
zerokal_09.png,#딜리워터,5,#DiliWater
zerokal_10.png,국가지점번호,5,national_grid_number
zerokal_10.png,광고,4,advertisement
zerokal_10.png,등산,5,hiking
zerokal_11.png,#링티제로,5,#Lingtea_zero
zerokal_11.png,#제로에서시작해도돼,4,#okay_to_start_from_zero
zerokal_11.png,#오늘도제로해,4,#zero_today
zerokal_11.png,#제로칼로리,5,#zero_calorie
zerokal_11.png,#복숭아,3,#peach
zerokal_11.png,#레몬라임,3,#lemon_lime
zerokal_11.png,#비타민,4,#vitamin
zerokal_11.png,#미네랄,4,#mineral
zerokal_11.png,#무설탕,5,#sugar_free
zerokal_12.png,제로음료,5,zero_drink
zerokal_12.png,음료추천,4,drink_recommendation
zerokal_12.png,제로슈거,5,zero_sugar
zerokal_12.png,제로칼로리,5,zero_calorie
zerokal_12.png,0칼로리,5,zero_calorie
zerokal_13.png,광고포함,2,includes_ad
zerokal_13.png,유머,5,humor
zerokal_13.png,유머스타그램,5,humor_stagram
zerokal_13.png,제로콜라,4,zero_cola
zerokal_13.png,제로음료,4,zero_drink
zerokal_13.png,제로칼로리,3,zero_calorie
zerokal_13.png,직장인,2,office_worker
zerokal_13.png,대학생,2,college_student
zerokal_13.png,웃긴짤,5,funny_meme
zerokal_13.png,웃짤,5,funny_image
zerokal_14.png,암바사제로,5,Ambasa_zero
zerokal_14.png,신상음료,5,new_drink
zerokal_14.png,암바사,5,Ambasa
zerokal_14.png,신상스타그램,4,new_arrivals_stagram
zerokal_14.png,신제품,5,new_product
zerokal_14.png,신상,4,new_arrivals
zerokal_14.png,신제품,5,new_product
zerokal_15.png,협찬,5,sponsored
zerokal_15.png,광고,5,advertisement
zerokal_15.png,닥터워터당밸런스,5,Doctor_Water_sugar_balance
zerokal_15.png,닥터워터,5,Doctor_Water
zerokal_15.png,당밸런스,5,sugar_balance
zerokal_15.png,바나바잎추출물,4,banaba_leaf_extract
zerokal_15.png,코로솔산,2,Corosal_mountain
zerokal_15.png,바나바잎,4,banaba_leaf
zerokal_15.png,바나바잎차,2,banaba_leaf_tea
zerokal_15.png,제로칼로리,5,zero_calorie
zerokal_15.png,0kcal,5,0kcal
zerokal_15.png,제로음료,5,zero_drink
zerokal_15.png,부모님선물,3,parents_gift
zerokal_15.png,선물추천,3,gift_recommendation
zerokal_16.png,#다이어트소스,5,#diet_sauce
zerokal_16.png,#저칼로리,4,#low_calorie
zerokal_16.png,#헬시푸드,4,#healthy_food
zerokal_16.png,#소스추천,5,#sauce_recommendation
zerokal_16.png,#다이어트식단,3,#diet_meal
zerokal_17.png,광고포함,2,includes_ad
zerokal_17.png,유머,5,humor
zerokal_17.png,유머스타그램,5,humor_stagram
zerokal_17.png,제로콜라,4,zero_cola
zerokal_17.png,제로음료,4,zero_drink
zerokal_17.png,제로칼로리,3,zero_calorie
zerokal_17.png,직장인,2,office_worker
zerokal_17.png,대학생,2,college_student
zerokal_17.png,웃긴짤,5,funny_meme
zerokal_17.png,웃짤,5,funny_image
zerokal_18.png,#제로탕후루,5,#zero_tanghuru
zerokal_18.png,#무설탕탕후루,5,#sugar_free_tanghuru
zerokal_18.png,#탕후루,5,#tanghuru
zerokal_18.png,#웃짤,2,#funny_image
zerokal_18.png,#유머,2,#humor
zerokal_18.png,#귀여운짤,4,#cute_meme
zerokal_18.png,#탕후루레시피,3,#tanghuru_recipe
zerokal_18.png,#제로칼로리,4,#zero_calorie
zerokal_19.png,셀시어스,5,Celsius
zerokal_19.png,celsius,5,celsius
zerokal_19.png,코스트코,4,Costco
zerokal_19.png,에너지드링크,5,energy_drink
zerokal_19.png,제로칼로리,4,zero_calorie
zerokal_19.png,코스트코에너지드링크,4,Costco_energy_drink
zerokal_19.png,코스트코추천템,3,Costco_recommended_item
zerokal_19.png,코스트코다이어트,2,Costco_diet
zerokal_19.png,헬스드링크,5,health_drink
zerokal_19.png,에너지부스팅,5,energy_boosting
zerokal_19.png,천연카페인,4,natural_caffeine
zerokal_19.png,타우린1000,2,taurine_1000
fashion_01.png,#철권8,5,#Tekken8
fashion_01.png,#젠틀몬스터,5,#Gentle_Monster
fashion_02.png,#seungwanstyle_marni,5,#seungwanstyle_marni
fashion_02.png,#seungwanstyle_mskn2nd,5,#seungwanstyle_mskn2nd
fashion_02.png,#seungwanstyle_crank,5,#seungwanstyle_crank
fashion_02.png,#seungwanstyle_joygryson,5,#seungwanstyle_joygryson
